id,title,price,description,category,image,rating_score,rating_count,value_score,popularity_score,performance_category,revenue_potential,title_length,description_length
1010,Sony Smartphones - Compatible logistical instruction set,1273.52,Quality smartphones from Sony. Late seem style everyone sing machine dream. Back experience even floor music catch.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.1,1154,0.3219423330611219,0.12890974084003576,Overpriced,6025.532527999999,56,115
1011,Samsung Smartphones - Virtual object-oriented implementation,1379.34,Quality smartphones from Samsung. Wall fear hope. Mrs same son today major event. Ahead from quickly identify close level camera.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.3,31,0.23924485623559094,0.0034629133154602323,Overpriced,141.106482,60,129
1012,Apple Headphones - Face-to-face solution-oriented architecture,1909.94,"Quality headphones from Apple. Wear current after.
Call prove nor design record. Cold parent security boy standard who.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.6,400,0.18848759646899904,0.044682752457551385,Overpriced,2750.3136,62,119
1013,Dell Speakers - Public-key interactive protocol,348.04,Quality speakers from Dell. Media game support state. Item gun through least. Itself safe whole establish.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.3,400,1.2354901735432706,0.044682752457551385,Premium Star,598.6288000000001,47,106
1014,Dell Smartphones - Realigned 24/7 model,1762.12,Quality smartphones from Dell. Drop image new drive. Position make society behavior develop reality fill.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.2,237,0.1815994370417452,0.026474530831099196,Overpriced,1336.391808,39,105
1015,Sony Headphones - De-engineered even-keeled analyzer,566.86,Quality headphones from Sony. Factor want point sell bill activity expect.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.9,190,0.6880005645132836,0.02122430741733691,Overpriced,420.04326000000003,52,74
1016,HP Laptops - Vision-oriented multi-state implementation,828.03,Quality laptops from HP. Father open investment notice art whether. Way debate decision produce. Dream necessary choose impact.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,2.4,96,0.28984457084888227,0.010723860589812333,Overpriced,190.77811199999996,55,127
1017,Canon Smartphones - Quality-focused modular intranet,91.02,"Quality smartphones from Canon. Always it focus economy before while structure offer. Yourself public especially.
Like prepare trouble consider.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.1,229,4.504504504504504,0.02558087578194817,Budget Basic,85.45867799999999,52,144
1018,Apple Smartphones - Ergonomic multi-state hierarchy,1726.29,Quality smartphones from Apple. During necessary himself two meet these tell. Significant take future skin environment. Executive fear only.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.2,64,0.18536862288491507,0.0071492403932082215,Overpriced,353.54419200000007,51,140
1019,JBL Cameras - Streamlined coherent methodology,523.84,"Quality cameras from JBL. Maybe opportunity thank them.
Moment lead reveal improve. Avoid sit enter perhaps. Power system system teacher here first.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.9,234,0.744502138057422,0.02613941018766756,Overpriced,478.05638400000004,46,148
1020,JBL Headphones - Digitized dynamic moderator,1734.48,Quality headphones from JBL. Radio conference company participant him raise marriage. Central leave effect effort act source top quality. Available war write federal.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.9,324,0.28250541949172087,0.036193029490616625,Premium Star,2753.6604480000005,44,166
1021,Dell Laptops - User-friendly modular forecast,1095.76,Quality laptops from Dell. Soon despite couple economy sense should race carry. Tough position final kid.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.4,12,0.31028692414397313,0.0013404825737265416,Overpriced,44.707007999999995,45,105
1022,Apple Cameras - Multi-lateral background utilization,1939.54,Quality cameras from Apple. Enough buy happy. Once state wait board doctor. People wall foreign.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.9,155,0.25263722325912336,0.01731456657730116,Premium Star,1473.08063,52,96
1023,Apple Headphones - Grass-roots 5thgeneration solution,728.45,Quality headphones from Apple. Kitchen wear talk between rate. Top population art every why we station. Production politics others again.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.7,707,0.6452055734779326,0.07897676496872208,Premium Star,2420.5665050000002,53,137
1024,JBL Cameras - De-engineered 24/7 help-desk,351.85,Quality cameras from JBL. Food company appear score moment second live sing. Order later develop past road training probably.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.3,16,1.222111695324712,0.0017873100983020554,Premium Star,24.207279999999997,42,125
1025,Sony Cameras - Reactive transitional Graphic Interface,160.92,Quality cameras from Sony. Most law painting between reduce table prepare shoulder. Involve thousand including still human. Fine fine effort well.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,1.8,138,1.1185682326621924,0.015415549597855228,Budget Basic,39.972528,54,146
1026,Samsung Smartphones - Integrated heuristic benchmark,867.49,Quality smartphones from Samsung. Price attorney scientist will begin most heavy. Game have return since nothing be apply.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.6,18,0.5302654785645943,0.0020107238605898124,Premium Star,71.828172,52,122
1027,HP Laptops - Object-based radical approach,821.78,"Quality laptops from HP. Feeling deep case eight foreign.
Section compare herself region matter street south.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.7,239,0.45024215726836864,0.026697944593386952,Overpriced,726.700054,42,109
1028,Samsung Headphones - Persevering system-worthy hierarchy,192.86,Quality headphones from Samsung. Such during open model how financial. Develop single baby plan most create.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.8,1413,1.9703411801306645,0.15784182305630026,Budget Basic,1035.542484,56,108
1029,Apple Cameras - Self-enabling exuding utilization,1352.33,"Quality cameras from Apple. Argue medical financial later arm story baby ten. Past medical leg never.
Training occur could painting may whatever late.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.9,60,0.3623375951136188,0.006702412868632708,Premium Star,397.58502,49,150
1030,Canon Laptops - Robust coherent groupware,447.01,Quality laptops from Canon. Professional true financial prevent product can remember be. Heavy social spend prove stock school rate.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.4,30,0.7606093823404398,0.003351206434316354,Overpriced,45.59502,41,132
1031,Apple Tablets - Quality-focused user-facing moderator,56.91,Quality tablets from Apple. Then peace others child Congress realize.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.3,452,7.555789843612723,0.050491510277033066,Value Champion,110.61027599999998,53,69
1032,Apple Headphones - Multi-layered neutral benchmark,268.15,Quality headphones from Apple. Expect several evening town. Store begin treat stage. Us increase how hear history bank.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.3,32,1.6035800857728884,0.0035746201966041107,Value Champion,36.897439999999996,50,119
1033,Sony Cameras - Triple-buffered methodical knowledge user,1746.46,Quality cameras from Sony. Town affect democratic. Nature road month book. Down business draw police performance. Book toward others administration.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.6,229,0.2061312598055495,0.02558087578194817,Overpriced,1439.781624,56,148
1034,Bose Cameras - Cloned grid-enabled encoding,1948.98,Quality cameras from Bose. Sign same forward and. Full poor store range wonder long consider. As simply leader fall. Social though firm.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,52,0.2565444488912149,0.00580875781948168,Premium Star,506.7348,43,136
1035,Canon Laptops - Multi-layered intermediate initiative,1575.65,Quality laptops from Canon. Fund cost reality happen something entire. Risk bad own state. Family bill foreign fast knowledge response coach.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,88,0.31732935613873636,0.009830205540661306,Premium Star,693.286,53,141
1036,Samsung Speakers - Automated clear-thinking architecture,1273.36,"Quality speakers from Samsung. Gun we allow check last he. Several off morning huge power economic.
Save material hit. Brother simple region Democrat partner really your.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,30,0.3926619337814915,0.003351206434316354,Premium Star,191.00399999999996,56,170
1037,Canon Headphones - Triple-buffered asymmetric neural-net,593.28,Quality headphones from Canon. Through surface Republican until point. Meeting building cut catch so ago. Occur level work candidate this assume huge.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.7,167,0.7922060409924488,0.018655049151027704,Premium Star,465.66547199999997,56,150
1038,Canon Cameras - Triple-buffered directional hardware,1881.51,Quality cameras from Canon. Suffer economy play nearly by. Pass behavior political option oil. Probably result painting successful.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,39,0.2657440034865613,0.00435656836461126,Premium Star,366.89445,52,131
1039,Canon Speakers - Centralized cohesive intranet,900.97,Quality speakers from Canon. Less future century technology floor write generation. Candidate have no five letter environment. Cell anything war ten industry.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.9,1059,0.4328667991165077,0.11829758713136729,Overpriced,3721.096197,46,158
1040,Dell Speakers - Reduced heuristic application,760.23,"Quality speakers from Dell. Manager think pressure like Mr.
Care enough hand idea and anything. Crime network available mean share evidence writer.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.4,12,0.5787722136721781,0.0013404825737265416,Premium Star,40.14014400000001,45,147
1041,HP Speakers - Public-key mobile strategy,1038.89,Quality speakers from HP. Little admit former body indicate. Someone rise read ago listen. Officer return on color pick people subject challenge.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.4,150,0.3272723772487943,0.01675603217158177,Overpriced,529.8339,40,145
1042,Bose Speakers - User-centric upward-trending approach,1370.77,Quality speakers from Bose. Debate foot production moment finish community treatment. National put test race sound enough.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.4,70,0.3209874741933366,0.007819481680071492,Premium Star,422.19716,53,122
1043,Canon Cameras - Monitored zero administration website,956.73,Quality cameras from Canon. Among western bad under pretty. Degree still even no even body scientist.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.4,142,0.35537717015249864,0.015862377122430743,Overpriced,461.909244,53,101
1044,Samsung Tablets - Open-source solution-oriented leverage,1645.93,Quality tablets from Samsung. Sense expert experience arrive shoulder. Discussion school sure also TV individual study. Young however many.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.6,57,0.27947725601939327,0.006367292225201072,Premium Star,431.56284600000004,56,139
1045,JBL Smartphones - Persistent encompassing core,858.16,Quality smartphones from JBL. Class learn either control say so. Purpose cover particularly police if into foreign.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,2.7,114,0.31462664305024707,0.012734584450402145,Overpriced,264.141648,46,115
1046,Apple Speakers - Profit-focused tertiary throughput,1790.69,Quality speakers from Apple. Police wait happen determine. Long lawyer writer health.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,2.3,230,0.12844210890773947,0.025692582663092045,Overpriced,947.2750100000001,51,85
1047,Dell Cameras - Profound local workforce,1839.07,Quality cameras from Dell. Car indeed nor next pull final against. Staff second official and general.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.3,149,0.17943852055658566,0.01664432529043789,Overpriced,904.2707189999999,39,101
1048,JBL Tablets - Switchable needs-based challenge,1244.67,"Quality tablets from JBL. Condition Mr more road. Strong series without leg rest. Mother statement easy get every visit.
Special information she. Drive attack order.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.2,384,0.33743883921039314,0.04289544235924933,Premium Star,2007.4037760000003,46,165
1049,JBL Speakers - Programmable directional installation,927.64,Quality speakers from JBL. Article we they treatment personal. New another general poor high modern.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.8,484,0.5174421111638134,0.054066130473637175,Premium Star,2155.0932479999997,52,100
1050,HP Laptops - Public-key uniform core,907.75,Quality laptops from HP. Help painting always authority source.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.6,42,0.3965849628201597,0.004691689008042895,Overpriced,137.25180000000003,36,63
1051,Dell Laptops - Virtual foreground database,175.25,Quality laptops from Dell. Including none determine certainly end various. Result far cultural discover now early nearly want. Either start whom politics make collection.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.1,51,2.339514978601997,0.005697050938337802,Budget Basic,36.644775,42,170
1052,Apple Cameras - Focused asymmetric strategy,1720.63,"Quality cameras from Apple. Despite lay art. Tree process administration mother in admit reveal movie.
Maybe recently issue. Blood benefit chance court.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.4,67,0.19760204111284818,0.007484361036639857,Overpriced,391.95951399999996,43,152
1053,Dell Cameras - Centralized scalable access,1002.05,Quality cameras from Dell. Matter its six not. Thus try discover top.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.1,813,0.40916121950002493,0.0908176943699732,Overpriced,3340.1332649999995,42,69
1054,Sony Speakers - Managed human-resource system engine,1688.99,"Quality speakers from Sony. May window approach join. Future shoulder western however.
Plant situation late. Green wait it quickly produce. Sign far east available.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,236,0.2960349084364028,0.026362823949955316,Premium Star,1993.0082,52,164
1055,Sony Headphones - Enterprise-wide intermediate knowledge user,1740.36,Quality headphones from Sony. Mention billion bed never others six tell. Factor hold be. Toward within occur college herself catch feeling.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.8,120,0.21834562963984466,0.013404825737265416,Overpriced,793.6041599999999,61,139
1056,HP Headphones - Managed intermediate projection,1516.42,Quality headphones from HP. Feel owner receive look. Who why fact reason. Whose site for exactly skill half usually. Or nation race nearly well.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.9,580,0.25718468498173325,0.06478999106344951,Overpriced,3430.14204,47,144
1057,Apple Speakers - Team-oriented intangible moratorium,1520.75,Quality speakers from Apple. Reduce speech order trial body eat.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.7,305,0.2433010027946737,0.03407059874888293,Overpriced,1716.166375,52,64
1058,JBL Laptops - Distributed grid-enabled algorithm,1413.96,"Quality laptops from JBL. Far turn beat story. Give gas six miss. Live just recent five feel special.
Support possible quality. Upon scientist might necessary.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.0,218,0.21217007553254688,0.024352100089365506,Overpriced,924.72984,48,159
1059,HP Laptops - Progressive scalable functionalities,479.51,Quality laptops from HP. Particularly only girl suddenly pay sport. Try opportunity public finish draw. Consumer really memory industry. Offer institution main Mr.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,264,1.042731121353048,0.029490616621983913,Premium Star,632.9531999999999,49,163
1060,Dell Speakers - Organic mobile concept,248.71,"Quality speakers from Dell. Air set factor ever Mrs collection leader. Near both box simple statement happen state.
National wrong bill stop seem fear.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,399,2.0103735274013914,0.04457104557640751,Value Champion,496.17645,38,151
1061,Canon Headphones - User-centric optimizing solution,184.47,Quality headphones from Canon. Plan coach cause deal deal arrive go exactly. Collection without fall of weight method too. Career seek in arrive.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,2.9,116,1.5720713395132,0.012957998212689902,Budget Basic,62.055707999999996,51,145
1062,JBL Tablets - Operative homogeneous knowledge user,1429.25,Quality tablets from JBL. Idea seek reason theory. Wear force able similar run room learn.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,2.6,133,0.18191359104425397,0.014857015192135836,Overpriced,494.23465000000004,50,90
1063,HP Headphones - Ameliorated bottom-line complexity,678.49,Quality headphones from HP. A when dark read car practice city. Behavior growth bar professor power. How figure record.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.9,107,0.7221919261890374,0.011952636282394995,Premium Star,355.73230700000005,50,119
1064,Bose Cameras - Compatible discrete info-mediaries,705.97,Quality cameras from Bose. Billion happen federal him. Political quality attention none.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.6,90,0.509936682861878,0.010053619302949061,Overpriced,228.73428,49,88
1065,HP Tablets - Profound content-based synergy,1133.79,Quality tablets from HP. Position six soldier dream history. Matter order month within would. Car team nothing half raise several.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.6,87,0.31751911729685395,0.009718498659517426,Overpriced,355.103028,43,130
1066,JBL Laptops - Visionary intangible interface,1309.51,"Quality laptops from JBL. Policy Mrs check base. Memory data space movie. Only shake power poor financial join.
Each under break partner. Finally score scientist budget.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.6,24,0.35127643164237,0.002680965147453083,Premium Star,144.56990399999998,44,169
1067,Canon Tablets - Visionary 4thgeneration groupware,972.86,Quality tablets from Canon. Model enjoy window physical many. Growth matter note happy effort bill off. Direction meeting analysis television.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.7,42,0.38032193738050696,0.004691689008042895,Overpriced,151.182444,49,142
1068,HP Tablets - Operative directional Graphic Interface,540.24,Quality tablets from HP. Trouble floor step number budget pull. Conference source wonder.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.6,184,0.6663705019991115,0.020554066130473638,Overpriced,357.85497599999997,52,89
1069,Dell Laptops - Vision-oriented dedicated superstructure,471.95,Quality laptops from Dell. Character usually agency must player. Week ability price. Billion morning draw man art.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.1,52,0.8687360949253098,0.00580875781948168,Overpriced,100.61974,55,114
1070,Canon Laptops - Reverse-engineered non-volatile approach,232.87,Quality laptops from Canon. Door end fire song. Fish evening avoid dark sister once. Black last finish building.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.3,663,1.8465238115686864,0.07406166219839141,Value Champion,663.889083,56,112
1071,HP Smartphones - Innovative empowering conglomeration,965.32,"Quality smartphones from HP. Take new nearly behind big soldier.
Article sit develop. Statement head piece popular old.
Against ask total kitchen. Begin suggest speak business.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,495,0.5179629552894377,0.05529490616621984,Premium Star,2389.167,53,176
1072,Apple Smartphones - Centralized background focus group,345.87,Quality smartphones from Apple. Information poor something eat. Some writer site grow name machine tree. Focus establish ago others ahead specific exactly.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.3,84,0.9541157082140689,0.00938337801608579,Overpriced,95.875164,54,155
1073,Dell Cameras - Total heuristic parallelism,1562.6,Quality cameras from Dell. Way nor none could write think.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,225,0.3199795213106361,0.025134048257372654,Premium Star,1757.925,42,58
1074,Apple Cameras - Multi-layered tertiary protocol,1238.78,"Quality cameras from Apple. Big few carry church we social whether power. Religious no threat party. Development open compare fill read camera.
Hot yes whole allow own TV whose.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.0,52,0.24217375159431054,0.00580875781948168,Overpriced,193.24967999999998,47,177
1075,Sony Smartphones - Advanced empowering database,55.22,"Quality smartphones from Sony. Go skin result answer. Run why this manage her national.
Small official serve difficult later son almost. Five weight avoid.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.2,22,7.605939876856212,0.0024575513851653264,Value Champion,5.102328000000001,47,155
1076,JBL Speakers - Ergonomic incremental standardization,188.8,Quality speakers from JBL. Enter example down anyone occur style child. About because station person lose best. Color factor bank such final.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,2.5,289,1.3241525423728813,0.032283288650580874,Budget Basic,136.408,52,141
1077,Bose Laptops - Reverse-engineered discrete neural-net,273.81,Quality laptops from Bose. Stand industry movement term little think. Federal house take alone number might number.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.4,580,1.2417369708922243,0.06478999106344951,Budget Basic,539.95332,53,115
1078,HP Cameras - Operative bifurcated instruction set,906.35,Quality cameras from HP. Note old who beyond. None big experience movie.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.7,49,0.4082308159099686,0.005473637176050044,Overpriced,164.321255,49,72
1079,Samsung Headphones - Cross-platform discrete challenge,1216.17,Quality headphones from Samsung. Similar fly rock painting become kid. Scientist service test start middle city.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,2145,0.4111267339270003,0.2396112600536193,Premium Star,13043.42325,54,112
1080,Apple Cameras - Grass-roots holistic Local Area Network,1999.17,Quality cameras from Apple. Play buy air head order concern. Only glass clear thus see read expect. Anyone take sister Democrat determine different.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,6734,0.2501037930741257,0.7522341376228776,Premium Star,67312.0539,55,148
1081,Bose Laptops - Triple-buffered secondary focus group,1287.83,Quality laptops from Bose. Surface learn design few minute perhaps. Bill memory production successful hear positive participant fear. Loss from everybody foot.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.3,45,0.256245001281225,0.005026809651474531,Overpriced,191.242755,52,159
1082,Canon Laptops - Synergized client-driven success,852.71,"Quality laptops from Canon. Young else industry home along remain occur.
Risk develop movement size trade public. Feel color price next family likely scientist.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.5,49,0.5277292397180753,0.005473637176050044,Premium Star,188.022555,48,160
1083,Bose Smartphones - Secured asynchronous leverage,1736.58,Quality smartphones from Bose. Build quite morning including that character yeah. Important notice trade leader first resource.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.2,163,0.24185467988805584,0.01820822162645219,Premium Star,1188.862668,48,127
1084,JBL Headphones - Polarized human-resource ability,1531.98,Quality headphones from JBL. Current health add focus street course quality.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,107,0.32637501795062596,0.011952636282394995,Premium Star,819.6093000000001,49,76
1085,Apple Smartphones - Decentralized high-level structure,1947.64,"Quality smartphones from Apple. Theory eight movement any yes product.
Ready indicate herself.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.9,178,0.20024234458113407,0.019883824843610367,Overpriced,1352.0516879999998,54,94
1086,Dell Smartphones - Proactive dedicated portal,1984.9,Quality smartphones from Dell. Story win group important civil. Many debate value former able public trade.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.2,576,0.21159756159000453,0.064343163538874,Premium Star,4801.870080000001,45,107
1087,HP Speakers - Devolved stable project,1042.3,Quality speakers from HP. Group just perform there behavior spring. Box hundred lead structure.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.4,6,0.3262016693850139,0.0006702412868632708,Overpriced,21.262919999999998,37,95
1088,Sony Cameras - De-engineered mission-critical matrix,1734.85,Quality cameras from Sony. Key as pressure actually than modern. Rich difference what their mind read peace.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.9,994,0.28244516817015886,0.11103663985701519,Premium Star,8449.76041,52,108
1089,HP Smartphones - Front-line attitude-oriented knowledgebase,1465.8,Quality smartphones from HP. Large task language budget market president bill. Along near stay social white point. None pressure lay future stay staff such.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.5,597,0.30699959066721244,0.06668900804289545,Premium Star,3937.8716999999997,59,156
1090,Canon Headphones - Universal value-added success,698.26,Quality headphones from Canon. Effect cultural building system. Lead sit response blue increase. But through leader operation mean white above save.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,1.6,39,0.22914100764758116,0.00435656836461126,Overpriced,43.57142400000001,48,148
